"","ID","topic","Nationality","condition","block_order","gender","media_time","rt_response","rt_text","news_paper","competence","threat","rating","type"
"161","2017581679","volcano","German",0,1,"Female",3,5.89896512031555,18.5507969856262,"WA",0,"threat",4,"contrast"
"162","2017581679","volcano","German",0,1,"Female",3,5.89896512031555,18.5507969856262,"MX",0," safe",1,"contrast"
"163","21","acid rain","Danish",0,0,"Female",2,1.77762673001416,16.4376681646572,"MX",2," safe",1,"contrast"
"164","21","acid rain","Danish",0,0,"Female",2,1.77762673001416,16.4376681646572,"WA",2,"threat",4,"contrast"
"165","21","bacteria","Danish",1,0,"Female",2,1.58538877179762,21.2003462979528,"MX",2," safe",1,"contrast"
"166","21","bacteria","Danish",1,0,"Female",2,1.58538877179762,21.2003462979528,"Politiken",4,"threat",2,"contrast"
"167","21","blue_eyes","Danish",NA,0,"Female",2,7.57509066714738,30.3840612620988,"Politiken",4,"threat",2,"person"
"168","21","corruption","Danish",0,0,"Female",2,3.0067304351669,17.0267688112199,"WA",2," safe",4,"contrast"
"169","21","corruption","Danish",0,0,"Female",2,3.0067304351669,17.0267688112199,"MX",2,"threat",1,"contrast"
"170","21","countryside","Danish",NA,0,"Female",2,6.17609209842249,22.8312721215261,"MX",2," safe",1,"person"
"171","21","hayfever","Danish",NA,0,"Female",2,2.8008258190066,23.8214543590284,"Politiken",4," safe",2,"person"
"172","21","infertility","Danish",NA,0,"Female",2,12.1784660971325,27.3209901822374,"MX",2,"threat",1,"person"
"173","21","mafia","Danish",1,0,"Female",2,4.21126741047829,28.5162256602271,"Politiken",4," safe",2,"contrast"
"174","21","mafia","Danish",1,0,"Female",2,4.21126741047829,28.5162256602271,"MX",2,"threat",1,"contrast"
"175","21","pets","Danish",NA,0,"Female",2,2.97174654151058,22.0824633546663,"MX",2,"threat",1,"person"
"176","21","pollution","Danish",0,0,"Female",2,3.12043399118647,22.8012533029942,"WA",2,"threat",4,"contrast"
"177","21","pollution","Danish",0,0,"Female",2,3.12043399118647,22.8012533029942,"Politiken",4," safe",2,"contrast"
"178","21","sleep","Danish",NA,0,"Female",2,14.2055710452214,25.9278301313088,"WA",2," safe",4,"person"
"179","21","volcano","Danish",1,0,"Female",2,5.74140451839776,20.0801909667953,"WA",2," safe",4,"contrast"
"180","21","volcano","Danish",1,0,"Female",2,5.74140451839776,20.0801909667953,"MX",2,"threat",1,"contrast"
"181","22","acid rain","Dansih",0,1,"Female",2,6.70327298965003,23.204792529672,"EB",1," safe",3,"contrast"
"182","22","acid rain","Dansih",0,1,"Female",2,6.70327298965003,23.204792529672,"WA",5,"threat",4,"contrast"
"183","22","bacteria","Dansih",0,1,"Female",2,8.54560672805655,31.2375275580207,"Politiken",4,"threat",2,"contrast"
"184","22","bacteria","Dansih",0,1,"Female",2,8.54560672805655,31.2375275580207,"MX",1," safe",1,"contrast"
"185","22","blue_eyes","Dansih",NA,1,"Female",2,4.16344677453162,14.5353871670977,"Politiken",4," safe",2,"person"
"186","22","corruption","Dansih",0,1,"Female",2,6.36428264983988,38.6898157461501,"Politiken",4," safe",2,"contrast"
"187","22","corruption","Dansih",0,1,"Female",2,6.36428264983988,38.6898157461501,"WA",5,"threat",4,"contrast"
"188","22","countryside","Dansih",NA,1,"Female",2,9.21934234348919,20.9556936820809,"EB",1,"threat",3,"person"
"189","22","hayfever","Dansih",NA,1,"Female",2,5.44857683607188,19.3053716073355,"WA",5," safe",4,"person"
"190","22","infertility","Dansih",NA,1,"Female",2,9.09165479499279,40.5471242153399,"MX",1,"threat",1,"person"
"191","22","mafia","Dansih",1,1,"Female",2,4.609081009291,44.3316358892671,"Politiken",4," safe",2,"contrast"
"192","22","mafia","Dansih",1,1,"Female",2,4.609081009291,44.3316358892671,"MX",1,"threat",1,"contrast"
"193","22","pets","Dansih",NA,1,"Female",2,3.95617197025967,32.7242222172044,"MX",1,"threat",1,"person"
"194","22","pollution","Dansih",1,1,"Female",2,5.51564495005732,20.6892871658647,"MX",1,"threat",1,"contrast"
"195","22","pollution","Dansih",1,1,"Female",2,5.51564495005732,20.6892871658647,"WA",5," safe",4,"contrast"
"196","22","sleep","Dansih",NA,1,"Female",2,7.09452503725697,16.90855868986,"MX",1," safe",1,"person"
"197","22","volcano","Dansih",1,1,"Female",2,4.59428024813496,18.3412719591752,"EB",1,"threat",3,"contrast"
"198","22","volcano","Dansih",1,1,"Female",2,4.59428024813496,18.3412719591752,"Politiken",4," safe",2,"contrast"
"199","23","acid rain","Danish",0,0,"Male",1,1.4426772642737,4.24548756656077,"Politiken",4," safe",2,"contrast"
"200","23","acid rain","Danish",0,0,"Male",1,1.4426772642737,4.24548756656077,"MX",2,"threat",1,"contrast"
"201","23","bacteria","Danish",1,0,"Male",1,2.21934131711987,2.35109226240547,"Politiken",4,"threat",2,"contrast"
"202","23","bacteria","Danish",1,0,"Male",1,2.21934131711987,2.35109226240547,"Politiken",4," safe",2,"contrast"
"203","23","blue_eyes","Danish",NA,0,"Male",1,3.40749177878115,29.2029229976561,"EB",2,"threat",3,"person"
